,survived,pclass,sex,age,sibsp,parch,fare,embarked,adult_male,alive,alone,family_size,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,who_child,who_man,who_woman,class_First,class_Second,class_Third
859,0,3,0,28.0,0,0,7.2292,0,True,1,True,1,True,False,False,False,True,False,False,False,True
860,0,3,0,41.0,2,0,14.1083,2,True,1,False,3,False,False,True,False,True,False,False,False,True
861,0,2,0,21.0,1,0,11.5,2,True,1,False,2,False,False,True,False,True,False,False,True,False
862,1,1,1,48.0,0,0,25.9292,2,False,0,True,1,False,False,True,False,False,True,True,False,False
863,0,3,1,28.0,8,2,69.55,2,False,1,False,11,False,False,True,False,False,True,False,False,True
864,0,2,0,24.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
865,1,2,1,42.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
866,1,2,1,27.0,1,0,13.8583,0,False,0,False,2,True,False,False,False,False,True,False,True,False
867,0,1,0,31.0,0,0,50.4958,2,True,1,True,1,False,False,True,False,True,False,True,False,False
868,0,3,0,28.0,0,0,9.5,2,True,1,True,1,False,False,True,False,True,False,False,False,True
869,1,3,0,4.0,1,1,11.1333,2,False,0,False,3,False,False,True,True,False,False,False,False,True
870,0,3,0,26.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
871,1,1,1,47.0,1,1,52.5542,2,False,0,False,3,False,False,True,False,False,True,True,False,False
872,0,1,0,33.0,0,0,5.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
873,0,3,0,47.0,0,0,9.0,2,True,1,True,1,False,False,True,False,True,False,False,False,True
874,1,2,1,28.0,1,0,24.0,0,False,0,False,2,True,False,False,False,False,True,False,True,False
875,1,3,1,15.0,0,0,7.225,0,False,0,True,1,True,False,False,True,False,False,False,False,True
876,0,3,0,20.0,0,0,9.8458,2,True,1,True,1,False,False,True,False,True,False,False,False,True
877,0,3,0,19.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
878,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
879,1,1,1,56.0,0,1,83.1583,0,False,0,False,2,True,False,False,False,False,True,True,False,False
880,1,2,1,25.0,0,1,26.0,2,False,0,False,2,False,False,True,False,False,True,False,True,False
881,0,3,0,33.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
882,0,3,1,22.0,0,0,10.5167,2,False,1,True,1,False,False,True,False,False,True,False,False,True
883,0,2,0,28.0,0,0,10.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
884,0,3,0,25.0,0,0,7.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
885,0,3,1,39.0,0,5,29.125,1,False,1,False,6,False,True,False,False,False,True,False,False,True
886,0,2,0,27.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
887,1,1,1,19.0,0,0,30.0,2,False,0,True,1,False,False,True,False,False,True,True,False,False
888,0,3,1,28.0,1,2,23.45,2,False,1,False,4,False,False,True,False,False,True,False,False,True
889,1,1,0,26.0,0,0,30.0,0,True,0,True,1,True,False,False,False,True,False,True,False,False
890,0,3,0,32.0,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
